mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean,output
-226.9535522,137.4542694,0.253399074,32.60303116,13.65322113,20.70024872,5.661904335,-3.816516399,-2.94664526,-1.598338008,-7.980173111,0.117164142,-3.02873373,0.523454428,-4.052149296,-10.61759853,-10.26029873,-9.7902565,-5.953725338,-2.273466349,country
-234.1657715,122.236763,5.020750523,34.98442459,17.35911751,26.55012321,0.507909715,0.212758929,-4.607720852,-3.166000843,-6.259241581,-2.242650509,-5.420125961,-4.202867508,-5.833386421,-6.99199152,-6.182380676,-5.663324356,-0.436955512,-4.942423344,country
-210.7943115,140.0756683,-1.251990676,40.80367279,25.80932045,19.96269608,-4.179999828,0.231413379,-6.709357738,1.517443776,-6.42242527,-1.510246277,-11.58907986,-5.121224403,-1.418455601,-10.91718578,-5.012403488,-9.135457039,-1.10849607,-5.475759506,country
-196.7689667,168.1429443,0.621979237,24.38406372,10.04983139,10.554286,-0.318303496,-0.12112581,-5.011841774,0.999048889,-4.42948103,-1.765971541,2.822656155,-1.730825901,-0.588648438,2.647752523,-1.673888087,-1.060545087,2.914091587,-0.235761315,country
-197.8035736,160.8489838,-13.0944519,24.59068871,21.88392448,9.415507317,3.176298141,8.798811913,-6.74561882,-7.437402725,-5.147642136,5.843341351,1.940658092,-4.544646263,2.660562754,5.491019249,0.65576005,1.540444255,0.585059881,-3.850681067,country
-193.2202454,158.3905029,-2.655819416,24.33412743,16.51098633,9.469656944,8.538814545,4.498551846,-13.82128143,-2.842069864,-1.25874567,-1.533410072,-1.067026854,1.601447821,6.52567625,3.221992731,-0.968380928,2.587435246,6.258121014,-2.00062561,country
-181.1943512,152.1692352,-0.071102202,32.78142166,-6.499190807,-3.847400188,6.350763321,8.32285881,-7.622570992,4.94699955,-3.33708477,1.574667811,2.201617718,-6.288428783,1.347319603,3.891641378,0.725554228,6.690114498,3.382103443,-9.37826252,country
-211.9580841,159.5250549,6.244493961,24.47073746,13.40940285,8.413845062,-3.792986631,-0.718588948,-3.478056431,0.946947992,-4.044770241,-3.424213886,-0.575553417,3.893130779,5.089067936,2.473166943,-0.060361303,1.563597679,-0.015763093,-3.648594618,country
-188.9611511,146.6253357,-9.444121361,39.79749298,20.50482178,3.034922123,3.570734978,-0.758823335,-5.575853825,2.198589087,-7.093541622,1.398636818,2.387655497,-6.332823753,2.726266861,9.306465149,1.38124609,1.279579997,4.745401859,-4.850078583,country
-190.7351532,147.3908997,0.737678885,36.47347641,7.377379417,4.190118313,3.946516752,-1.301112652,-7.474625111,4.475300312,-0.92888689,5.280520439,0.070845619,-6.478023529,0.26359725,0.908309877,-5.001813412,6.169431686,7.823132992,-0.936258495,country
-227.4664612,155.5554657,5.818050861,19.61635017,0.125347078,6.234796047,10.59350967,15.73520088,4.260269642,0.941515744,-4.51293993,-3.513967752,2.846660852,6.307457447,5.656197548,1.039363503,-2.157856464,-1.962340951,-0.270744145,-3.168781281,country
-196.0651398,132.8794403,-3.82240653,30.40028954,5.454128265,10.18390656,4.715113163,6.03136301,0.339743525,10.01364708,-1.390075445,2.076915026,6.375010014,-2.110217333,6.046504021,6.662515163,-1.399154782,3.183216095,4.11568737,-6.745975494,country
-156.1751099,138.980896,-15.19088268,36.70121002,1.585224748,2.344991446,1.232649088,-3.511495829,-13.1094017,2.185665369,-5.572695732,3.496482611,2.342455864,-6.736877441,4.055113792,2.152027607,-2.839509487,1.715002298,3.695157051,-6.858674049,country
-70.90185547,106.0428467,-43.23767471,29.92832947,14.18725014,-10.34084892,-3.768199682,-6.846369743,-6.222770691,2.319319248,-1.592596412,-4.472842216,-5.413303375,-5.631890774,-8.404955864,-5.288983822,-9.530928612,-12.17845535,-6.637920856,-5.66621542,country
-93.41200256,103.8544006,-28.07252502,26.17543221,6.738496304,-3.192739964,2.468324661,-3.837469816,-3.284340382,-1.253182411,-3.512935162,-2.702234268,-7.906951427,-3.761594296,-2.572085857,-8.19511795,-12.27657604,-11.08520222,-7.833571434,-7.836200237,country
-85.67498779,96.92819977,-31.30579948,27.39182281,9.910778999,-4.851772785,4.71386385,-5.649169922,-2.725003719,2.920009136,-4.590638161,-4.059829712,-9.237625122,-5.735569477,-4.034375191,-6.512270927,-12.92735958,-10.55827427,-7.031190395,-7.849160194,country
-99.36988831,104.7601395,-14.67280769,21.90842819,-4.42350769,-0.984828293,6.507409573,-3.430930138,-4.735232353,0.16401796,-2.122934818,-5.4641366,-11.84353065,-5.191655159,-3.363556385,-5.729943275,-9.458721161,-9.5770998,-8.272614479,-7.794649601,country
-94.16009521,109.3502121,-36.02779007,32.7830162,9.804952621,-9.139543533,0.523638427,-5.146705627,-2.312293768,0.085377969,-4.114402294,-4.90055275,-7.550018311,-3.194186687,-3.560766459,-3.875014067,-10.14130211,-11.18113422,-6.060328484,-9.351233482,country
-94.49487305,112.0259171,-34.67007828,27.63140488,4.959516048,-10.35751629,-0.152324617,-6.792096615,-8.490050316,-2.190115213,-3.218506336,-2.289559126,-6.226198196,-7.072878838,-7.834783554,-2.755899906,-8.107901573,-11.46847153,-3.733263493,-4.935664654,country
-93.57427216,97.10228729,-28.14185333,39.61442184,11.47193336,-9.046934128,-0.081669614,-2.222924232,-1.503401995,-1.67114377,-7.558458328,-5.522731304,-6.009502888,-4.12133646,-5.639335632,-6.363545895,-11.31839657,-11.36469173,-5.095442295,-5.68938446,country
-113.032196,106.7910461,-25.69559479,22.12792206,-6.725304127,3.237561464,11.38060188,-6.293070316,-3.732248783,1.744869232,-2.737604618,-0.424875408,-7.087947369,-2.766153097,-9.13945961,-10.89165974,-10.99968052,-7.43726635,-4.357676506,-8.50501442,country
-141.1422424,111.5046921,-16.11623573,30.86242294,8.078738213,3.463689327,5.607469559,-5.761322498,-6.115357876,-4.329872608,-2.223195076,1.7465626,-3.276797771,-5.46306181,-5.124418736,-6.271267891,-7.88470459,-8.898639679,-5.212615967,-9.974089622,country
-120.2723007,123.3871384,-13.65824699,32.63355637,-2.932876825,-11.97844219,6.46931839,-4.911319733,-10.86434078,-4.659999847,-5.778477192,1.843938351,-1.234056234,-2.883031368,-6.562230587,-3.202965498,-8.392571449,-10.56709003,-2.046322584,-4.469192505,country
-187.5653229,138.5779419,-11.31300831,33.02897263,8.836407661,-0.999589205,-0.365047336,-5.130935669,1.691615939,5.296462536,-5.388534546,-6.530741215,1.125334024,-8.712263107,-1.669631958,0.23379153,-9.352025986,3.258597612,5.886610031,-5.420882225,country
-172.0569458,131.848587,-16.89137268,31.34611511,10.04896355,0.536750197,0.408795357,-6.816076756,-1.846229792,2.9488132,-8.370533943,-4.999790192,-1.217849731,-14.78275299,-5.594121456,0.695382953,-5.536251068,5.664041996,6.617141724,-1.847007155,country
-151.5029602,127.6227646,-27.64596367,24.35174942,8.124763489,-5.17732954,-7.320869446,-10.3836422,-9.955796242,3.564855099,-8.360630035,-8.126496315,-1.588880777,-12.99475193,-3.357161522,-3.330953836,-13.60950089,-3.904385567,0.422167897,-4.321461678,country
-161.7488861,132.5112305,-18.2408886,32.40023804,13.67097187,-4.480348587,-7.009973049,-5.889739513,-2.638182878,-0.85698384,-8.72440052,-16.89744949,2.169571638,-1.739921451,-16.42709923,-8.306365967,-5.476569176,-6.579255104,-3.223305941,-4.167915344,country
-158.628067,124.2820663,-7.645529747,26.22626877,3.163167477,-3.389522076,-2.849392414,-4.786929607,-10.85358906,2.488963842,-6.664814472,-2.426863909,-0.676946282,-7.136032104,-2.844021082,-0.380689472,-8.724336624,-4.103631496,-2.509016991,-6.639593124,country
-136.8596497,130.5524292,-11.47268486,18.75253105,-3.12364006,-13.20345783,-4.965671062,-7.982706547,-17.88313103,7.84122467,-0.326257586,0.185481727,-4.007451057,-10.31796265,-3.555716038,-2.253598452,-9.645096779,0.974195302,0.893137813,-5.612491608,country
-181.4365692,130.8231964,-0.425870687,44.77517319,13.28971767,-2.164563656,-0.616164684,4.467370033,2.148766279,0.965357363,-13.89951515,-15.38383579,-1.058510184,-5.07104826,-10.70107174,-1.703704238,-3.452634811,-2.550938845,-2.423792839,-0.300884753,country
-183.7541962,139.2325134,-17.71310043,37.08255768,4.736060619,-3.862274885,-2.131777763,1.038828135,0.189053997,-4.840276718,-6.483325958,-5.068819523,-7.8086133,-8.675982475,-4.21513319,-4.606451511,-6.00547266,-2.953448296,-3.987786293,-4.150063038,country
-168.8461914,139.5161896,-9.666122437,31.61558723,2.505596876,-4.947619438,3.619164467,0.144030437,-4.997146606,-2.086171389,-6.611708164,-6.42259407,3.687389374,-13.67704678,1.080664396,3.324923515,-3.818902493,0.56158489,2.262461185,-5.313259602,country
-187.2081299,135.2679596,-13.78984547,31.84489632,1.875280619,0.109452471,1.031696677,-0.250569344,-0.517936468,-2.013481617,-4.848664761,-6.740079403,-4.389701366,-11.64047623,-6.302300453,-2.006807804,-5.341873169,-4.55568552,-2.306310177,-3.128319979,country
-172.650116,156.5988007,-22.24471855,30.909729,9.461277962,-11.30178642,-5.137794018,0.342545837,-6.589983463,-2.823456049,0.371640146,0.600636065,-4.251865387,3.730119467,-2.631841421,-1.325680852,-4.558119774,0.484560102,-1.46391058,-1.186946154,country
-159.4468689,161.8212891,-30.29948235,31.58024406,5.061729431,-5.844084263,-3.453321695,2.36623764,-12.44302273,-4.804665089,9.267418861,-1.479994655,-9.190398216,2.664945126,-5.746607304,-0.387166917,-9.253870964,-1.761838198,-2.041618586,-0.989495039,country
-183.4465179,156.9278412,-16.05213737,33.09716797,14.86898327,-10.10241127,-4.945695877,-1.455143332,-10.94599628,-2.990946293,-0.626375556,-2.968803883,-5.885147572,2.76113987,-7.404803753,-4.289750576,-6.25403738,-3.431895971,-1.620788097,-0.916637957,country
-178.5686951,154.9856873,-15.96873474,34.92605209,13.69731331,-8.996900558,-6.642006397,-2.475729465,-14.54524136,-3.835009813,-0.351657629,-8.998257637,-7.348649502,6.175812244,-4.093678474,-3.665603161,-9.481536865,-5.190239906,1.285419464,-3.16217351,country
-166.839386,167.3059235,-21.86676216,22.11062431,-0.489448071,-9.975403786,-2.337517023,4.162287712,-9.053127289,-0.31208536,5.353592396,-1.854141831,-8.709989548,5.223301411,-5.434013367,-6.820333958,-8.583831787,-4.060916901,-2.606353283,-2.839233398,country
-200.6421204,160.146698,0.317586571,34.49822617,6.82251215,-4.021080494,-5.164503098,-1.60427773,-6.903143883,-0.936229885,-5.972269535,-4.456853867,-3.748265266,3.250648737,-5.472709179,-4.701155186,-7.203371525,-2.244982481,2.396444798,1.151218295,country
-147.0497284,151.406189,-24.05227661,26.39668083,4.719717979,-6.044176102,-9.450086594,-1.539917111,-5.232210159,-0.28831476,2.494720459,0.124915138,-6.564599037,2.662314653,-5.9420228,-2.096099854,-6.981033802,-0.456492841,-0.78569746,-2.548966169,country
-170.9626923,175.6418762,-5.725615025,36.05385208,-2.688605309,-16.37724304,-9.823916435,-0.428362519,-8.774606705,-7.391606331,-3.909463406,-11.22206116,-7.438066006,3.052646637,-5.800989628,-0.919989347,1.881511092,3.060768127,-3.507762194,-5.657586575,country
-135.9816742,163.089386,-32.03507233,26.70563507,16.12805176,-10.58163166,-8.17820549,4.493149281,-10.44044209,-1.919648528,2.349000216,-2.800298691,-7.2969203,7.224451542,-6.754173756,-0.226928309,-6.951060295,-4.551746368,-1.89581573,-0.631146669,country
-197.5401306,159.5308228,-10.42316437,30.90306664,6.366923809,1.990854859,-1.983253121,-1.480551839,-3.601447582,-0.543175399,-2.214202881,-3.888710022,-4.418019772,1.372658491,-4.741138458,-5.819759369,-4.848134995,-0.983976305,1.997815132,2.829900742,country
-286.4139404,144.3596954,33.27677536,39.41910934,16.32838631,0.642178476,-12.32160187,-3.793944597,-5.433003902,-9.508379936,-2.029518843,2.593271494,4.047381401,3.778960705,3.465576887,1.952581286,-0.210048735,-2.867086649,-4.466535091,-5.886805534,country
-317.9933472,124.9067001,55.32107925,39.32097626,16.7309761,14.23984814,-4.295861721,-9.615816116,-7.781889439,-2.266625643,-8.615019798,-10.51473999,-12.46933365,-8.814043045,-1.623247385,3.132373571,4.940953255,-1.145876408,-4.656650543,-7.311807156,country
-319.17453,135.8524933,43.50344849,36.78520966,18.83144188,8.040082932,0.10839022,-4.925420761,-4.404056549,-3.330686569,-6.745790958,-9.682012558,-9.13332653,-10.26111698,-6.379999638,-1.561856866,3.343841076,3.013947248,0.767960668,-2.769283533,country
-279.7886658,144.2915802,41.32157516,33.55878067,8.068287849,-0.978251696,-9.763288498,1.769901395,1.320611,-7.537250042,-14.03187847,-11.24550819,-11.37271214,-10.62864017,0.633186221,12.89916801,15.2108717,9.71570015,1.378291488,-3.156822205,country
-300.078186,144.6485596,44.26515198,37.40866852,20.73400116,12.66275024,-7.699956894,-11.52595901,-0.601251602,0.292699724,-5.403617859,-5.855526924,-12.18257999,-6.875567913,5.25180006,6.50216341,3.670591593,3.733464003,7.221514225,5.824353695,country
-316.515564,122.2277527,56.04180145,45.93294525,19.84541512,15.35801792,-2.277728081,-11.69134331,-9.113750458,3.103047609,6.057560444,-0.398539037,-9.561174393,-10.70755482,-3.343366385,-4.666039944,-3.654889345,-3.122077942,-1.802802444,2.660787344,country
-221.1687775,103.8803024,35.74149704,39.03969193,7.290309429,12.26013374,-12.29637909,-8.167654037,-3.149774075,-1.285588384,-11.68115234,-6.77475214,-15.39019871,-10.83319092,-3.108350277,0.994894505,6.407929897,4.02781868,-0.565464914,-0.164086848,country
-236.0920258,121.9835663,38.11310959,29.21412849,8.812875748,12.91869926,-1.696229935,-4.972835064,-19.36062622,-15.45512867,-13.34002495,-0.840460658,-1.533845663,-4.568728924,-0.96579963,1.902857542,3.796271801,5.984124184,-4.757006168,-9.154486656,country
-229.9761047,133.5025177,32.44609451,32.96979523,3.86340189,5.463102341,-5.477193832,-12.38699532,-16.69644165,-5.625402451,-1.684020042,8.988767624,2.828851223,-2.615235329,-1.478544354,-3.470649719,-3.35730505,2.327453375,-3.513772488,-5.356674194,country
-262.6690369,113.276329,42.46777344,40.92353439,6.405326366,12.59775448,-3.486446381,-10.65570927,-14.72381687,-7.826798439,-7.580928326,-2.128242731,-7.231129646,-12.22888088,-7.550500393,-3.173022509,0.514911115,3.370898962,0.060903814,-1.958910942,country
-144.5886993,107.939064,-26.55752945,32.33656693,-0.800983489,-4.89721489,3.467663765,-4.569942474,-5.225948811,10.52368069,-6.275166988,3.723259211,-0.755645633,-4.42411232,2.402976036,-1.722221136,-4.404020786,1.472849131,-0.080416858,-4.847951889,country
-160.396759,122.1788712,-18.6001606,38.30657959,11.2224369,2.936167479,-1.279122591,-1.487831712,-1.61645031,3.245900393,0.363195568,3.902270079,5.894140244,5.15160799,3.098381042,-4.354401588,-5.369616508,-1.711861491,4.159580708,2.283224583,country
-140.3462524,106.5160141,-13.09935951,37.77434158,10.75595665,-2.657308817,-2.238128185,2.423286438,-7.934813499,4.310507298,-11.99206161,7.829711914,3.84706974,0.306700021,3.846037626,-1.856466174,-6.207150936,1.634100556,-1.167503476,-2.945924759,country
-137.2172699,102.1718063,-22.29461479,37.26921844,9.807130814,-0.781922698,-1.460049868,-4.809907913,-8.857963562,4.734642506,-4.584192276,5.614852428,5.901136398,5.702235699,2.99929595,-4.246006012,-6.151267052,-2.218608618,-0.412653536,-1.61717701,country
-142.1513214,114.2445984,-23.79511452,41.47386932,9.803425789,-5.920829773,-7.224209785,-6.202487469,-6.28917408,6.547463894,-5.509554386,0.201870263,4.317996025,1.466055274,6.229133606,-5.129057884,-5.773491383,0.30775401,0.024297332,-6.208259106,country
-154.7241821,124.7912979,-23.4047184,29.99602509,6.309835911,-3.621121407,-1.124951601,-0.602755725,1.901355505,5.978503704,2.24488759,0.527270257,-1.063331366,-5.231162548,3.593357563,-2.995517254,-2.506548643,3.790423632,1.87531507,-4.488035679,country
-98.75177765,82.76499176,-8.095896721,28.60588455,7.801118374,-4.496665478,2.301781416,1.368468761,-6.055923462,3.159928322,-3.481046438,5.801219463,4.003050804,3.161495686,3.76204443,-2.061827183,-1.236434937,3.132406235,-3.187265635,-6.22554636,country
-95.97375488,84.55378723,-21.6216526,26.51828384,-5.339530945,-3.309199333,1.175229907,-6.20928669,-9.406978607,5.653749943,-2.050081015,1.01199007,-3.057235479,0.096150324,5.058908463,-0.191219598,1.160629988,1.357132554,-7.800214291,-9.457919121,country
-123.1699829,109.5953598,-15.10929966,33.97205734,-1.90254724,-0.872111976,-5.377038479,-0.855066061,-6.042342663,-1.562094331,-7.513533115,0.533522248,-0.646011412,-4.431986809,-2.614117384,-1.539402127,-1.566470027,0.703560233,-0.499166161,-7.646057129,country
-106.2398529,89.14318085,-19.84453201,34.12553406,4.967792988,1.120383143,4.436838627,-7.503615379,-4.715291023,-1.535007238,-5.806716919,6.216543674,3.061896324,0.250788361,-1.573209643,-6.46164608,0.578361869,8.479743958,0.286881089,-2.811843634,country
-312.7773132,112.8351135,-5.019825935,39.60735321,-10.13621521,16.66459656,3.000911951,0.960792065,-3.489484549,1.643966794,5.770023346,4.067747116,-12.54733849,-20.2551651,-11.10018635,5.439769745,8.201803207,4.854342461,-5.674432755,-0.68429184,country
-287.7445984,109.4237366,-2.759122133,41.94973755,-8.354633331,13.51841545,4.404899597,2.158103704,-9.960002899,-3.32729435,1.34366107,-0.92926693,-14.92936039,-22.09331131,-12.46980953,2.116705418,5.610946655,4.202554703,-4.607859135,1.029975057,country
-226.2496338,87.29338837,12.12286854,52.20649719,5.530862331,13.38813114,8.060479164,9.774044037,-0.25044015,4.041864395,-2.014965773,4.505918503,-5.59483099,-11.6894722,-11.92586231,-7.133624554,2.662480831,2.340446472,-6.041931152,-3.738284111,country
-225.1973572,113.4095612,8.042206764,47.40925598,-2.444124222,12.5907793,7.413271904,11.1070261,-6.349920273,6.154603958,-2.105610609,2.540810108,-1.718142986,-8.97915554,-8.729106903,-5.502901554,-0.760960639,-3.590717077,-3.343485594,-4.127838135,country
-225.9477386,70.31993103,14.56595039,53.44179535,8.718316078,20.49800301,13.00520039,11.3752327,5.003984928,7.401932716,-5.53680706,6.437484741,0.173807353,-1.483642101,3.366918087,-0.958038211,4.580947876,2.54259491,-0.294167399,-4.517704964,country
-218.7052002,80.50163269,11.49273872,56.70662689,9.659322739,14.88585758,7.393966198,14.9971056,4.92465353,2.455399275,-3.679261684,4.514146805,0.35975188,7.576354504,8.929894447,2.951915979,0.606037319,-1.982416749,-2.472783804,-5.617758274,country
-220.7385254,109.0710983,13.13317776,43.36976242,4.908593178,20.61997414,14.69825745,11.65941429,-0.014789053,4.101766586,-1.897860527,1.215944052,1.976725936,3.421902657,5.41743803,-0.161136508,-0.245551243,-2.465480328,-2.791305065,-5.587069988,country
-235.4690704,91.99098206,14.72360134,46.15734863,5.302443504,18.94150352,14.87666798,11.5860939,6.892135143,9.96312809,1.655047059,4.061741829,8.451355934,-0.660565317,-1.097907782,-11.3169117,-8.789111137,-2.476358652,-6.964474201,1.644396544,country
-209.7572632,106.9796906,1.302592158,35.23909378,-1.337278128,16.35240173,11.22543526,1.627175212,-5.01977396,12.49235344,3.517211437,2.130133867,2.635146379,-1.304705858,-2.115256071,-6.71271801,-8.148223877,-5.194425106,-2.418260098,1.117591262,country
-214.9395447,99.02109528,-4.646810055,45.12608337,7.761286259,15.8932991,2.412117243,3.379120827,1.98629272,1.277996778,4.005734921,1.964901686,4.410018444,2.316608667,1.790910721,-8.677270889,-8.863225937,0.92015326,-4.084062576,-6.11716938,country
-202.0956421,93.61857605,4.539159298,33.91168594,-3.245377302,10.75769234,8.922340393,6.549618721,-0.781037569,-1.441883206,-2.700887442,-5.844801903,-4.085231304,-2.939158916,-7.359103203,-3.307198048,-5.058558464,-6.549281597,-2.332690239,-1.925170183,country
-144.3690643,75.66586304,-4.228902817,37.09366989,-7.457604885,4.844700336,6.738685131,1.787718892,-1.745135784,-2.863714695,-7.3171134,5.850972652,-1.030112505,-3.310802221,-12.06561661,-6.246471405,-0.367786825,0.116398737,7.801912308,2.758974075,country
-184.9386749,82.82125092,10.82826233,43.04837799,3.436787844,12.69276237,4.137302399,-0.812705219,-6.48615694,-4.186747551,-7.23868227,-6.15607357,-3.465281725,-2.47404933,-8.339427948,-3.558005571,-2.478870869,-1.731564879,2.755033493,1.212700367,country
-142.658844,85.01462555,-12.34642506,21.92390633,-13.3390379,10.3519907,10.48623085,2.131895065,5.076087952,2.245592833,-10.52687645,5.494804859,-3.394728422,-8.264374733,-7.61079216,-2.739057779,-4.717447758,-0.745603919,6.260963917,-0.40100193,country
-163.7335052,92.16182709,9.904713631,25.21425819,-12.57586765,10.48408794,5.46736908,2.703752279,3.462849855,1.422531247,-8.30769825,0.902156413,-4.013432503,-5.975658417,-6.016383648,-1.979895473,-3.613894939,-0.826833129,2.799430132,-2.694235563,country
-112.258728,59.06504059,-6.197490215,35.59201813,-8.53024292,7.690590382,2.846175671,-0.476001054,0.216847107,0.743317842,-17.45936966,2.686208963,-3.315793276,-0.334445417,2.136682987,3.099556923,-0.044996761,-6.18959856,-1.020889997,-2.182487488,country
-107.1146927,68.56240082,-5.885751247,56.77341461,-5.124309063,0.049187765,-6.007410049,2.570492268,-7.17235899,-5.554067612,-5.394738674,-7.033244133,-9.300287247,-1.314635396,1.651645184,0.728324592,0.221353382,0.528291702,-1.583107829,-4.229538441,country
-90.80138397,76.81742096,-17.07916451,37.56660843,-5.265293121,8.446358681,-2.731701612,-3.614712477,-0.687168479,-0.622472763,-7.766488552,-1.031569004,-5.350993156,-3.578262568,-6.335531712,2.530258894,4.60574007,0.545222461,1.783616424,-3.557708025,country
-100.3117371,85.19463348,-19.12596321,29.62617874,-9.027858734,8.522868156,-2.389885664,-4.617570877,1.801785111,2.954351425,-5.236359119,-3.652776718,-5.549181938,-0.566495776,-1.334356666,3.755110502,0.774103165,-3.428585052,-3.375140905,-5.607720852,country
-83.19028473,73.37992859,-17.32962799,34.32063675,-14.05033207,6.379776478,-0.033497855,-2.02394104,-4.921537876,-3.565949917,-6.093970776,-2.531713009,-8.050448418,-1.923569798,-4.434370041,-2.809327602,1.035278678,-5.938714981,-1.137612939,-1.235715747,country
-179.0533447,89.24138641,2.982423067,13.97091103,7.658870697,11.37117195,6.154800892,2.57404089,3.921468019,-0.909558892,-1.275333405,-3.682017565,-4.036103725,-6.321093559,-7.590023994,-5.149098396,-7.305557251,0.800433815,1.232860804,1.003573537,country
-162.0937195,81.70453644,2.651931524,9.972990036,9.332061768,11.31310463,4.260567188,7.182875633,9.937900543,4.722723007,4.437507629,-2.314804792,-4.897082329,-6.712707996,-4.383038998,-0.441993952,-5.068177223,-1.092325568,1.600664139,-2.006919622,country
-175.183609,81.43972015,4.502547264,14.41630173,10.44070435,11.97872257,4.388319969,3.513163567,4.804862022,4.486469746,4.213081837,-1.076177716,-3.221388817,-5.164296627,-4.172324657,-1.570809364,-5.873387814,0.209907711,1.230703235,-3.210619211,country
-172.3981934,85.810112,2.952598333,8.926336288,9.216715813,10.37327385,4.311189175,5.16478157,4.277805805,4.235755444,10.0875845,3.214700937,-5.120865822,-8.29196167,-6.315159321,-1.844270349,-1.810852289,1.008410096,-1.837482572,-5.685369492,country
-146.6678314,78.64071655,-7.426997185,8.804408073,7.818771362,7.161651134,4.909468651,6.986823082,1.70686245,1.754829288,3.925639629,-2.972872496,-3.716055155,-2.575198412,-5.152564049,-5.120143414,-7.614579678,-2.421077728,2.762435198,2.962808371,country
-147.526474,75.78321838,-0.891213059,13.8546629,11.05693531,-1.712371469,1.128634572,8.638067245,3.664306164,2.789990187,-1.416194797,3.214199066,-8.27628231,-6.496040344,-3.220363617,-7.822951317,-4.489377022,-0.488619775,1.073231697,0.166451678,country
-139.8636475,84.30184174,-9.482236862,11.67491913,8.659501076,1.399328351,3.506907463,7.571041107,2.224943638,7.217160225,-4.136357784,0.200671121,-2.539647102,-6.698374748,-6.264695168,-11.89116859,-9.608319283,-3.557949305,0.524897039,4.389215469,country
-128.6361847,89.3347168,-32.3755455,16.8632431,27.50048637,-9.579583168,-3.253607273,7.104102612,-4.364041805,-2.785330534,5.451889038,0.991770089,-0.960990727,-1.794675708,-4.006455421,-4.86284256,-5.374404907,-4.414927483,-3.16084671,-3.807394743,country
-121.3465805,88.67189026,-32.92088318,21.46265984,26.62002182,-8.029218674,-2.960499048,6.916354656,-2.459019184,3.815135479,9.836377144,-2.146781206,2.146600723,3.639169693,-2.557567835,-4.822937012,-8.359225273,-5.290006161,-2.973960161,-5.298977375,country
-164.8566895,83.75057983,-13.0779829,18.9201889,16.33202362,3.293755293,8.022041321,8.63704586,-2.599282265,-4.611858368,0.472470552,0.016660251,0.752045989,-4.243530273,-6.371095657,-5.551254272,-5.639576912,-1.242861986,4.463520527,-3.617826462,country
-112.4354095,106.1028671,-8.374451637,11.51832104,13.40158272,-8.412602425,8.736907959,1.298037291,-14.85033894,14.48143005,1.923242688,0.539950907,3.150830507,-3.311970949,-8.109954834,1.983970284,-5.289549351,-8.295417786,-3.266910076,0.265015304,country
-111.6603851,107.9140472,-4.66898632,14.80584431,15.63689709,-11.57487488,7.802213669,3.562414169,-17.193367,11.13322258,-3.276715279,-1.265737176,0.527058959,-3.296602488,-5.721263885,0.453382254,-8.165646553,-9.030908585,-3.384716988,-4.796948433,country
-115.0227127,101.6981201,-9.38451767,17.54867172,11.70449829,-7.605391502,8.012332916,2.868878365,-12.64823055,11.07834339,-1.1341362,-3.500011683,0.306439459,-9.248129845,-7.250578403,-0.414015949,-4.421815395,-5.296407223,-1.156786799,-5.233199596,country
-115.480217,101.3390503,-10.13241482,24.00636292,18.68706703,-10.78843117,9.453275681,4.655713081,-13.78418255,6.653105259,-0.340182573,-1.348923683,2.06654048,-5.499884605,-6.813894749,-0.711824477,-0.880666733,-7.677799225,-5.011296272,-1.758947134,country
-114.8277664,96.85912323,-14.1421423,35.95325089,30.92536545,-12.79168034,3.434847355,-1.524967194,-12.10790539,12.16965199,-3.528442621,-5.095066547,3.491522312,-3.809112549,-7.26142025,1.808892846,-2.731469154,-6.565701962,-2.890093565,-3.753484726,country
-126.7622452,90.08820343,-1.77453804,29.95231056,26.45174789,-2.31571722,9.191679001,4.172515392,-12.99228668,8.800414085,-3.59580946,-2.941673756,-1.833296061,0.104302272,-4.690263271,-0.569286168,-2.840976715,-3.289455414,-0.700489938,-5.922391415,country
-130.5068512,93.73283386,-6.018129349,24.11725426,21.45023537,-1.406628132,12.25575829,3.002488136,-17.15465736,7.343811512,-1.082775831,-1.88534677,-1.792568803,-2.968706846,-10.02778244,-2.635178089,-4.527997017,-4.279772282,-1.88351357,-6.1570611,country
-117.1694107,84.81897736,2.337630033,34.77434921,19.33960342,-9.363314629,3.29949379,2.956741333,-19.08257675,5.887687206,-9.272577286,-9.591655731,0.835569322,-6.725495338,-9.330914497,-5.434321404,-1.615986228,-2.084693432,-1.794635415,-6.605697155,country
-130.7767334,85.12416077,-5.026168346,38.90857315,30.68322372,-4.537708759,11.37513447,5.569005489,-11.35537338,5.701919556,-4.641913414,-5.55147028,0.409396142,-5.518309593,-4.774078369,-0.214599028,0.366731137,-0.745081484,-1.054054856,-5.748197079,country
-128.1313782,87.17503357,-3.223686934,19.72446632,20.7538681,-2.357890368,12.23213482,-2.089981079,-15.1031847,9.494113922,1.145051956,-0.839529455,-0.939386547,-3.949225903,-10.66852188,1.075036287,-5.682961941,-2.67520833,-3.675479174,-7.488600254,country
